"key","title","year","month","day","journal","issn","volume","issue","pages","authors","url","language","publisher","location","abstract","doi","keywords","pubmed_id","pmc_id","notes"
"rayyan-177359936","Sequence processing in music predicts reading skills in young readers: A longitudinal study.",NA,1,1,"","",57,1,"","","","eng","Sage Publications",NA,"Musical abilities, both in the pitch and temporal dimension, have been shown to be positively associated with phonological awareness and reading abilities in both children and adults. There is increasing evidence that the relationship between music and language relies primarily on the temporal dimension, including both meter and rhythm. It remains unclear to what extent skill level in these temporal aspects of music may uniquely contribute to the prediction of reading outcomes. A longitudinal design was used to test a group-administered musical sequence transcription task (MSTT). This task was designed to preferentially engage sequence processing skills while controlling for fine-grained pitch discrimination and rhythm in terms of temporal grouping. Forty-five children, native speakers of Portuguese (<i>M</i><sub>age</sub> = 7.4 years), completed the MSTT and a cognitive-linguistic protocol that included visual and auditory working memory tasks, as well as phonological awareness and reading tasks in second grade. Participants then completed reading assessments in third and fifth grades. Longitudinal regression models showed that MSTT and phonological awareness had comparable power to predict reading. The MSTT showed an overall classification accuracy for identifying low-achievement readers in Grades 2, 3, and 5 that was analogous to a comprehensive model including core predictors of reading disability. In addition, MSTT was the variable with the highest loading and the most discriminatory indicator of a phonological factor. These findings carry implications for the role of temporal sequence processing in contributing to the relationship between music and language and the potential use of MSTT as a language-independent, time- and cost-effective tool for the early identification of children at risk of reading disability. (PsycInfo Database Record (c) 2024 APA, all rights reserved)","10.1177/00222194231157722","",NA,NA,""
"rayyan-177359938","Longitudinal predictors of french word reading difficulties among French immersion children.",NA,1,1,"","",73,1,"","","","eng","Springer",NA,"In Canada, approximately 12% of school-aged children are enrolled in French Immersion (FI), with some provinces estimating close to 30%. FI programs are intended to produce bilingual individuals who can functionally communicate in both of Canada’s official languages. Yet, we are currently underinformed as to how to identify children with French word reading difficulties in such programs. Within this context, and in the interests of informing early identification of second language reading challenges, we examined early English predictors of French word reading difficulties. We also examined potential overlap of these difficulties as well as the stability of these difficulties over time. A total of 108 children in FI participated, completing measures of English nonverbal intelligence, phonological awareness, rapid automatized naming, and receptive vocabulary in kindergarten, as well as English and French word reading in grades 1, 2, and 3. Logistic regressions revealed that kindergarten English phonological awareness and rapid automatized naming (RAN) distinguished between good and poor French word readers in grade 3, with adequate sensitivity and specificity. These results suggest that English phonological awareness and RAN may be appropriate early skills to identify children at risk of word reading challenges in bilingual programs. Chi-square analyses demonstrated significant overlap of English and French word reading challenges in grades 1, 2, and 3, highlighting the possibility that English and French word reading difficulties do not exist independently. Finally, chi-square analyses revealed retrospectively stable word reading difficulties in English and French. Interestingly, prospective stability was stronger for French than English word reading challenges. Overall, our results underscore the importance of considering the specific nature of word reading difficulties in bilingual readers. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","10.1007/s11881-022-00275-z","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Excluded""}"
"rayyan-177359940","Early identification of reading difficulties: A screening strategy that adjusts the sensitivity to the level of prediction accuracy.",NA,1,1,"","",23,3,"","","","eng","John Wiley & Sons",NA,"Early screening for reading difficulties before the onset of instruction is desirable because it allows intervention that is targeted at prevention rather than remediation of reading difficulties. However, early screening may be too inaccurate to effectively allocate resources to those who need them. The present study compared the accuracy of early screening before the onset of formal reading instruction with late screening six months into the first year of instruction. The study followed 164 Danish students from the end of Grade 0 to the end of Grade 2. Early screening included measures of phonemic awareness, rapid naming, letter knowledge, paired associate learning, and reading. Late screening included only reading. Results indicated that reading measures improved substantially as predictors over the first six months of Grade 1, to the point where late reading measures alone provided as much information as the early measures combined. In the light of these results and a less than perfect early screening accuracy, a new strategy for screening is introduced and discussed. The strategy proposes multi‐point screening with gradually increasing sensitivity to strike a balance between manageable screening procedures and outcomes and early identification of students who are most likely in need of extra resources. (PsycInfo Database Record (c) 2022 APA, all rights reserved)","10.1002/dys.1560","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Included"", ""rater2""=>""Included"", ""rater3""=>""Included""} | RAYYAN-LABELS: bloque 1"
"rayyan-177359941","Early prediction of reading risk in fourth grade: A combined latent class analysis and classification tree approach.",NA,1,1,"","",27,1,"","","","eng","Taylor & Francis",NA,"Purpose: Fourth grade typically involves shifting the instruction from <i>learning to read to reading to learn</i>, which can cause students to struggle. However, early reading intervention guided by assessment has demonstrated effectiveness in preventing later reading difficulties (RD). This study presents a classification and regression tree (CART) model predicting fourth-grade reading groups using first-grade measures. Method: Students were assessed in first and fourth grade (<i>N</i> = 452). Fourth-grade groups were determined using latent class analysis based on word reading and reading comprehension measures with a cut-point at the 15th percentile. A CART model was trained to determine the best decision rules to classify students at risk of developing later RD and compared to a logistic regression model. Results: Important first-grade predictors included a mix of oral language and foundational word-reading skills with final classification accuracy estimates of .90 AUC, .91 sensitivity, and .75 specificity. Conclusion: While the CART and logistic regression models’ classification accuracy was similar, CART has the advantage of offering a more intuitive way for practitioners to determine risk. Multivariate screening can be time-consuming, but CART models offer the potential to reduce false positives and guide targeted interventions, leading to better use of school resources. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","10.1080/10888438.2022.2121655","",NA,NA,""
"rayyan-177359942","Tarefas de nomeação seriada rápida: Rastreando a dificuldade de leitura.",NA,1,1,"","",32,4,"","","","por","Universidade de Brasília",NA,"The aim of this study was to analyze the rapid automatized naming (RAN)’s accuracy for identifying students at risk/not at risk for reading difficulty. Two hundred and thirteen children performed the RAN tasks when they were in the last year of Kindergarten and 174 among them, accomplished the reading task when they were in the first grade of Elementary School. Analyses based on the ROC curve (Receiver Operating Characteristic) indicated that all the RAN measures (objects, colors, numbers, and letters) had a fair accuracy for identifying students at risk/not at risk for reading difficulty (AUC ≥ 0.70). RAN numbers had the best classification accuracy presenting sensitivity and specificity indexes of 88% and 50%, respectively. (PsycINFO Database Record (c) 2018 APA, all rights reserved)","10.1590/0102.3772e32425","",NA,NA,""
"rayyan-177359944","Using spelling to screen bilingual kindergarteners at risk for reading difficulties.",NA,1,1,"","",49,3,"","","","eng","Sage Publications",NA,"For bilingual children, the results of language and literacy screening tools are often hard to interpret. This leads to late referral for specialized assessment or inappropriate interventions. To facilitate the early identification of reading difficulties in English, we developed a method of screening that is theory-driven yet suitable for first-language (L1) and second-language learners of English. We administered five conventional tests (phonological awareness, vocabulary, <i>Wide Range Achievement Test–4</i> [WRAT-4] spelling, letter identification, rapid naming of digits) to 127 five-year-olds (60 English-L1, 67 Mandarin-L1) about 6 months after they started kindergarten, and used the WRAT-4 word reading score 6 months later as the outcome measure. Consistent with previous research, and with children with reading disabilities defined as below the 25 percentile on the reading outcome, logistic regression revealed that the full set of screening measures predicted reading disability status. However, when each predictor was taken as a single measure, spelling scores provided the best fit in terms of the compromise between sensitivity (.75) and specificity (.73) for an optimal cutoff point. Based on this exploratory study, group-administered spelling tasks could provide an efficient solution to screening difficulties in large classes of bilingual children. (PsycInfo Database Record (c) 2021 APA, all rights reserved)","10.1177/0022219414538519","",NA,NA,""
"rayyan-177359946","Does dynamic assessment offer an alternative approach to identifying reading disorder? A systematic review.",NA,1,1,"","",56,6,"","","","eng","Sage Publications",NA,"Traditional static tests of reading and reading-related skills offer some ability to predict future reading performance, though such screeners may misclassify children with or at risk of reading disorder (RD). Dynamic assessment (DA) is an alternative approach that measures learning potential and may be less dependent on learning background. A systematic review was carried out to examine the ability of DA to classify children with or at risk of RD. A database search yielded 14 eligible articles assessing DA of decoding, phonological awareness (PA), and working memory (WM). Results suggest that DA explains unique variance in the prediction of later RD status, and although models with a single dynamic predictor sometimes achieved good classification accuracy, this was enhanced somewhat by the addition of static predictors. Higher classification accuracy was found for DA targeting constructs more proximal to reading, particularly decoding, but the predictive power of DA of decoding and PA appeared to wane with increasing age as static measures explained more variance in outcomes. Some evidence emerged that DA provides benefits over static tests for the prediction of RD in bilingual students, though no studies examined outcomes by administration format or orthographic depth. Limitations and suggestions for future work are discussed. (PsycInfo Database Record (c) 2023 APA, all rights reserved)","10.1177/00222194221117510","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Excluded"", ""rater2""=>""Excluded"", ""rater3""=>""Excluded""} | RAYYAN-LABELS: bloque 1"
"rayyan-177364231","Development and diagnostic accuracy of dyslexia early identification flowchart for pediatric practice",2023,NA,NA,"Asian Journal of Psychiatry","",89,NA,"","Thongseiratch, T. and Traipidok, P. and Charleowsak, P. and Kraiwong, T. and Geater, A.F.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174049714&doi=10.1016%2fj.ajp.2023.103795&partnerID=40&md5=6c0632eac9cb58aff99c9e74e2feacc5","","",NA,"This study developed and evaluated the Rapid Automatized naming, Phonological Awareness, and Letter Identification (RAPALI) flowchart for early dyslexia identification in pediatric settings. Using early literacy skills at kindergarten level from the Thai emergent literacy for predicting dyslexia longitudinal study, the RAPALI flowchart effectively identified dyslexia risk at grade 3 level, boasting an AUC of 0.71, a sensitivity of 95.5%, and a negative predictive value of 99.1%. RAPALI demonstrated acceptable specificity and positive predictive value. The user-friendly flowchart aids early identification, interventions, and preventive measures for dyslexia, benefiting affected children and their families. However, further validation and adaptation are needed. © 2023 Elsevier B.V.","10.1016/j.ajp.2023.103795","Diagnostic flowchart;Dyslexia;Early identification;Emergent literacy;Pediatric settings;Child;Dyslexia;Educational Status;Humans;Longitudinal Studies;Reading;Software Design;Article;child;clinical article;controlled study;diagnostic accuracy;diagnostic procedure;diagnostic test accuracy study;dyslexia;early diagnosis;female;human;kindergarten;literacy;longitudinal study;male;predictive value;prophylaxis;rapid automatized naming, phonological awareness, and letter identification flowchart;risk factor;sensitivity and specificity;educational status;reading;software design",NA,NA,"Export Date: 13 March 2025; Cited By: 1 | RAYYAN-INCLUSION: {""rater1""=>""Included"", ""rater2""=>""Included"", ""rater3""=>""Included""} | RAYYAN-LABELS: bloque 1"
"rayyan-177364232","Sensitivity and Specificity of an Executive Function Screener at Identifying Children With ADHD and Reading Disability",2021,NA,NA,"Journal of Attention Disorders","",25,1,"134-140","Karr, J.E. and Kibby, M.Y. and Jagger-Rickels, A.C. and Garcia-Barrera, M.A.","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85044530755&doi=10.1177%2f1087054718763878&partnerID=40&md5=e53675779b5e44fd8fcdf13e2a392f89","","",NA,"Objective: This study evaluated the sensitivity/specificity of a global sum score (GSS) from the Behavior Assessment System for Children, Second Edition, Executive Function screener (BASC-2-EF) at classifying children with/without ADHD and/or reading disability (RD). Method: The BASC-2 Teacher/Parent Rating Scales (TRS/PRS) were completed for children (8-12 years old; 43.1% female) with no diagnosis (n = 53), RD (n = 34), ADHD (n = 85), co-morbid RD/ADHD (n = 36), and other diagnoses (n = 15). Receiver operating characteristic (ROC) curve analyses evaluated the sensitivity/specificity of the BASC-2-EF GSS at discriminating between children with/without ADHD or RD. Results: Area under the curve (AUC) scores indicated the sensitivity/specificity of the BASC-2-EF GSS at discriminating between children with/without ADHD (TRS: AUC =.831, p <.001; PRS: AUC =.919, p <.001), with/without RD (TRS: AUC =.724, p =.001; PRS: AUC =.615, p =.101), and with ADHD or RD through post hoc analysis (TRS: AUC =.674, p =.006; PRS: AUC =.819, p <.001). Conclusion: The findings support utilizing the BASC-2-EF GSS when differentiating ADHD from RD and typical development. © The Author(s) 2018.","10.1177/1087054718763878","ADHD;BASC-2;executive function;factor analysis;psychometrics;Attention Deficit Disorder with Hyperactivity;Child;Dyslexia;Executive Function;Female;Humans;Learning Disabilities;Male;Sensitivity and Specificity;attention deficit disorder;child;dyslexia;executive function;female;human;learning disorder;male;sensitivity and specificity",NA,NA,"Export Date: 13 March 2025; Cited By: 4"
"rayyan-177368852","A review of three commonly used brief dyslexia rating scales.",NA,1,1,"","",61,1,"","","","eng","Wiley-Blackwell",NA,"The use of brief dyslexia rating scales is increasing given current dyslexia legislation efforts across the United States. The purpose of this article is to provide an overview of the historical context of the use of brief dyslexia rating scales, strengths, and limitations of using these measures, criteria for selecting these measures, and a review of three commonly used brief dyslexia rating scales in the United States. A discussion of how brief dyslexia rating scales can be used in conjunction with other forms of assessment is also provided. Implications for practice on using brief dyslexia rating scales are addressed in the context of both assessment and intervention. Practitioner points: Dyslexia screeners are intended to identify students who are at risk of not meeting reading performance standards and consist of both performance‐based measures and brief dyslexia rating scales.Caution should be taken when using brief dyslexia rating scale screeners due to low sample sizes for certain populations, limited numbers of students with dyslexia in the standardization sample of some measures, and variable specificity and sensitivity levels.Practitioners are encouraged to utilize performance‐based screeners if scores on a brief dyslexia rating scale screener fall below a cut score.","10.1002/pits.23051","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Excluded"", ""rater2""=>""Included"", ""rater3""=>""Included""} | RAYYAN-LABELS: bloque 1 | USER-NOTES: {""rater1""=>[""por edad y porque es una revision y no se si eso lo podemos incluir""]}"
"rayyan-177368853","Comparing the Cost–Accuracy Ratios of Multiple Approaches to Reading Screening in Elementary Schools.",NA,1,1,"","",45,2,"","","","eng","Sage Publications Inc.",NA,"U.S. elementary schools administer reading screeners to identify students in need of remedial instruction. However, the administration of additional assessments comes with a cost. It is unclear the extent to which multiple types of reading screeners warrant the increase in resources that could be used for instruction. This study compared cost–accuracy ratios for three types of reading screeners in Grade 3: curriculum-based measurement (Acadience), computer adaptive assessment (Star), informal reading inventory (Fountas and Pinnell Benchmark Assessment System), and the cost–accuracy of using all three in conjunction. We used classification and regression tree analysis to identify local cut-scores and identify how measures could be combined to maximize classification accuracy. Results suggested that oral reading fluency score (Acadience) yielded the best cost–accuracy ratio, but the combination of Star and oral reading fluency identified important instructional groups. Cost tables provide additional insight to schools on critical decision points for choosing and implementing reading screeners.","10.1177/07419325231190809","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Excluded"", ""rater2""=>""Included"", ""rater3""=>""Excluded""} | RAYYAN-LABELS: bloque 1 | USER-NOTES: {""rater1""=>[""no cumplen con la edad""]}"
"rayyan-177368855","Decision Accuracy of Commonly Used Dyslexia Screeners Among Students Who Are Potentially at Risk for Reading Difficulties.",NA,1,1,"","",46,4,"","","","eng","Sage Publications Inc.",NA,"Students with dyslexia demonstrate reading difficulty in early literacy skills (e.g., phonemic awareness, word recognition, decoding), and administering screeners is a necessary step to implement effective intervention. There are several commonly used reading screeners, but the decision accuracy and predictive value between them varies. In the current study, scores on two different reading screeners, the Shaywitz DyslexiaScreen (SDS) and Dynamic Indicators of Basic Early Literacy Skills Next (DIBELS Next) were compared for 115 U.S. Grades K–3 students with specific reading deficits using the Phonological Awareness Composite of the Comprehensive Test of Phonological Processing as the criterion. Tests of sensitivity, specificity, and post-test probabilities were used to evaluate the decision accuracy of the data. Results suggested that the decision accuracy for DIBELS Next (78%) was better than SDS (45%), and both sensitivity (DIBELS Next = 90%, SDS = 35%) and positive post-test probability (DIBELS Next = 71%, SDS = 42%) favored DIBELS Next. Thus, the DIBELS Next measures demonstrated acceptable decision accuracy in identifying students with low phonological awareness, but the SDS did not.","10.1177/07319487221096684","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Excluded"", ""rater2""=>""Included"", ""rater3""=>""Included""} | RAYYAN-LABELS: bloque 1 | USER-NOTES: {""rater1""=>[""edad""]}"
"rayyan-177368856","Propriedades Psicométricas da Escala de Rastreio dos Sinais da Dislexia para o Professor.",NA,1,1,"","",22,1,"","","","por","Instituto Brasileiro de Avaliacao Psicologica",NA,"Detection of dyslexia should occur early, with the development of instruments that allow teachers to perceive the signs being necessary for the Brazilian context. The aim of the study was to construct and validate a dyslexia signs screening instrument for teachers. The psychometric parameters were tested considering content, construct and criterion validity. For the three types of validity, the results were satisfactory. The instrument presented a two-factor structure with a reliability level above .97. The ROC curve results showed high sensitivity and specificity, distinguishing children with and without signs of dyslexia. The 30-item instrument had psychometric parameters contributing to the identification of signs of dyslexia by teachers.","10.15689/ap.2023.2201.19619.02","",NA,NA,""
"rayyan-177368857","Information from Noise: Measuring Dyslexia Risk Using Rasch-like Matrix Factorization with a Procedure for Equating Instruments.",NA,1,1,"","",25,12,"","","","eng","MDPI",NA,"This study examines the psychometric properties of a screening protocol for dyslexia and demonstrates a special form of matrix factorization called Nous based on the Alternating Least Squares algorithm. Dyslexia presents an intrinsically multidimensional complex of cognitive loads. By building and enforcing a common 6-dimensional space, Nous extracts a multidimensional signal for each person and item from test data that increases the Shannon entropy of the dataset while at the same time being constrained to meet the special objectivity requirements of the Rasch model. The resulting Dyslexia Risk Scale (DRS) yields linear equal-interval measures that are comparable regardless of the subset of items taken by the examinee. Each measure and cell estimate is accompanied by an efficiently calculated standard error. By incorporating examinee age into the calibration process, the DRS can be generalized to all age groups to allow the tracking of individual dyslexia risk over time. The methodology was implemented using a 2019 calibration sample of 828 persons aged 7 to 82 with varying degrees of dyslexia risk. The analysis yielded high reliability (0.95) and excellent receiver operating characteristics (AUC = 0.96). The analysis is accompanied by a discussion of the information-theoretic properties of matrix factorization.","10.3390/e25121580","",NA,NA,""
"rayyan-177368860","Efficient Deep Learning Model for Detecting Dyslexia in Children from an Online Gamified Test Dataset.",NA,1,1,"","",3,8,"","","","eng","Journal of Disability Research",NA,"Dyslexia, a neurodevelopmental disorder, significantly impacts the learning ability of young children, often going undetected until later stages of education. Early detection of this disease is essential so that the impact can be significantly reduced by prompt intervention. But because of the reliance on labour-intensive procedures and limited scalability, traditional detection methods have not been able to provide immediate and accurate assessments. In response, this research introduces a standardised approach utilising an online gamified test dataset to predict the risk of dyslexia through an artificial neural network model, while incorporating advanced preprocessing techniques, effectively addressing the problems of class imbalance, outliers, and noise within the data. With an accuracy of 97%, this research demonstrates the remarkable utility of this approach and surpasses the results of the state-of-the-art methods. These findings, together with our model's improved sensitivity and specificity, highlight the revolutionary potential of our approach. This innovation is important for the field of learning disorders and neurodevelopmental research because it has the potential to improve the educational paths of many children.","10.57197/JDR-2024-0099","",NA,NA,""
"rayyan-177368861","Screening for Dyslexia in University Students: a Standardized Procedure Based on Conditional Inference Trees.",NA,1,1,"","",39,5,"","","","eng","Oxford University Press / USA",NA,"Objective The focus of this study is on providing tools to enable researchers and practitioners to screen for dyslexia in adults entering university. The first aim is to validate and provide diagnostic properties for a set of seven tests including a 1-min word reading test, a 2-min pseudoword reading test, a phonemic awareness test, a spelling test, the Alouette reading fluency test, a connected-text reading fluency test, and the self-report Adult Reading History Questionnaire (ARHQ). The second, more general, aim of this study was to devise a standardized and confirmatory procedure for dyslexia screening from a subset of the initial seven tests. We used conditional inference tree analysis, a supervised machine learning approach to identify the most relevant tests, cut-off scores, and optimal order of test administration. Method A combined sample of 60 university students with dyslexia (clinical validation group) and 65 university students without dyslexia (normative group) provided data to determine the diagnostic properties of these tests including sensitivity, specificity, and cut-off scores. Results Results showed that combinations of four tests (ARHQ, text reading fluency, phonemic awareness, pseudoword reading) and their relative conditional cut-off scores optimize powerful discriminatory screening procedures for dyslexia, with an overall classification accuracy of approximately 90%. Conclusions The novel use of the conditional inference tree methodology explored in the present study offered a way of moving toward a more efficient screening battery using only a subset of the seven tests examined. Both clinical and theoretical implications of these findings are discussed.","10.1093/arclin/acad103","",NA,NA,""
"rayyan-177368868","Discordant and false-negative interpretations at digital breast tomosynthesis in the prospective Oslo Tomosynthesis Screening Trial (OTST) using independent double reading.",NA,1,1,"","",34,6,"","","","eng","Springer Nature",NA,"Objectives: To analyze discordant and false-negatives of double reading digital breast tomosynthesis (DBT) versus digital mammography (DM) including reading times in the Oslo Tomosynthesis Screening Trial (OTST), and reclassify these in a retrospective reader study as missed, minimal sign, or true-negatives. Methods: The prospective OTST comparing double reading DBT vs. DM had paired design with four parallel arms: DM, DM + computer aided detection, DBT + DM, and DBT + synthetic mammography. Eight radiologists interpreted images in batches using a 5-point scale. Reading time was automatically recorded. A retrospective reader study including four radiologists classified screen-detected cancers with at least one false-negative score and screening examinations of interval cancers as negative, non-specific minimal sign, significant minimal sign, and missed; the two latter groups are defined ""actionable."" Statistics included chi-square, Fisher's exact, McNemar's, and Mann–Whitney U tests. Results: Discordant rate (cancer missed by one reader) for screen-detected cancers was overall comparable (DBT (31% [71/227]) and DM (30% [52/175]), p =.81), significantly lower at DBT for spiculated cancers (DBT, 19% [20/106] vs. DM, 36% [38/106], p =.003), but high (28/49 = 57%, p = 0.001) for DBT-only detected spiculated cancers. Reading time and sensitivity varied among readers. False-negative DBT-only detected spiculated cancers had shorter reading time than true-negatives in 46% (13/28). Retrospective evaluation classified the following DBT exams ""actionable"": three missed by both readers, 95% (39/41) of discordant cancers detected by both modes, all 30 discordant DBT-only cancers, 25% (13/51) of interval cancers. Conclusions: Discordant rate was overall comparable for DBT and DM, significantly lower at DBT for spiculated cancers, but high for DBT-only detected spiculated lesions. Most false-negative screen-detected DBT were classified as ""actionable."" Clinical relevance statement: Retrospective evaluation of false-negative interpretations from the Oslo Tomosynthesis Screening Trial shows that most discordant and several interval cancers could have been detected at screening. This underlines the potential for modern AI-based reading aids and triage, as high-volume screening is a demanding task. Key Points: • Digital breast tomosynthesis (DBT) screening is more sensitive and has higher specificity compared to digital mammography screening, but high-volume DBT screening is a demanding task which can result in high discordance rate among readers. • Independent double reading DBT screening had overall comparable discordance rate as digital mammography, lower for spiculated masses seen on both modalities, and higher for small spiculated cancer seen only on DBT. • Almost all discordant digital breast tomosynthesis-detected cancers (72 of 74) and 25% (13 of 51) of the interval cancers in the Oslo Tomosynthesis Screening Trial were retrospectively classified as actionable and could have been detected by the readers.","10.1007/s00330-023-10400-0","",NA,NA,"RAYYAN-INCLUSION: {""rater1""=>""Excluded"", ""rater2""=>""Excluded"", ""rater3""=>""Excluded""} | RAYYAN-LABELS: bloque 1"
"rayyan-177368870","Metodologias de gamificação virtual no ensino de Biologia: um enfoque na formação inicial de professores.",NA,1,1,"","",12,2,"","","","por","Editora da Universidade do Estado do Rio de Janeiro (EdUERJ)",NA,"The teaching-learning process is unique and has specificities according to each individual. The exclusive use of the traditional teaching model does not meet all these demands, especially when it comes to inclusive education. There are several Brazilian laws that make inclusion mandatory in the school environment. However, students with special educational needs end up being excluded due to the use of teaching methodologies that do not prioritize their learning needs. Active methodologies have inclusive potential, especially for neurodiverse students (Autism Spectrum Disorder - ASD, Attention Deficit Hyperactivity Disorder - ADHD and dyslexia). Among them, virtual gamification stands out, characterized by using mechanics, aesthetics and gamer thinking through applications that are used on smartphone, tablet and computer screens to promote learning through engagement and motivation. Therefore, this study aimed to understand whether undergraduate students in Biological Sciences at the State University of Rio de Janeiro (UERJ/Maracanã) understand the pedagogical and inclusive potential of virtual gamification. To this end, a quantitative survey was conducted using a form developed on the free Google Forms platform, which obtained 60 responses. Based on the analysis of these data, it can be inferred that this methodology and its inclusive potential are not widely disseminated in the aforementioned undergraduate courses. This is because the field of research with virtual gamification is recent and requires more scientific studies to consolidate its theory and application in the classroom. In this way, this knowledge can be better disseminated academically.","10.12957/sustinere.2024.80267","",NA,NA,""
"rayyan-177368872","Motor Behavior Disorders in Children with Developmental Dyslexia: a Comprehensive Narrative Review of the Literature.",NA,1,1,"","",12,3,"","","","eng","CIC Edizioni Internazionali s.r.l.",NA,"Background. Difficulty with literacy acquisition is only one of the symptoms of developmental dyslexia. Dyslexic children also show poor motor coordination and postural control. Several studies have shown that dyslexic children and adults perform worse than non-dyslexic children in tasks that also involve postural control. Methods. In January 2022 the main online databases were accessed. All the articles that investigate possible concomitance between the developmental dyslexia with motor behavior disorders were considered. Results. The association between developmental dyslexia and motility disorders would deserve investigations on larger patient cohorts. The evidence of relationships between impaired motor behavior and dyslexia is inconclusive, partly because few studies have been undertaken and partly because tests and procedures differed between studies. Conclusions. If an association between motor behavior and dyslexia can be confirmed, tests of motor skills could be included as tools in screening batteries, thereby potentially improving diagnostic accuracy, optimizing the management of patients with this disease, and designing more effective physiotherapy programs. Such measures might also be used to identify prereaders at risk of developing dyslexia prior to the manifestation of any reading difficulties.","10.32098/mltj.03.2022.01","",NA,NA,""
"rayyan-177368873","Improving Efficiency for Making Screening Decisions: A Statewide Comparison of Early Literacy Curriculum‐Based Measurement Tools.",NA,1,1,"","",33,4,"","","","eng","Sage Publications Inc.",NA,"Universal screening practices play a critical role in preventing reading difficulties. Screening decisions typically rely on results from several curriculum‐based measurement (CBM) tools. In this study, data from 236 first graders were pulled as a subsample from a statewide study. Participants completed multiple early literacy CBM tools and an outcome measure. Performance differences were compared across tools and publishers to examine classification accuracy. Results show no differences in performance between nonsense word fluency tools across publishers, yet differences were found examining classification accuracy. We also report results of an exploratory analysis examining whether improvements in testing efficiency in early literacy screening are possible via multiple‐gating procedures. Improving the accuracy and efficiency of screening procedures are discussed as implications for practice.","10.1111/ldrp.12181","",NA,NA,""
"rayyan-177368874","Screening for Meares–Irlen sensitivity in adults: can assessment methods predict changes in reading speed?",NA,1,1,"","",26,6,"","","","eng","Wiley-Blackwell",NA,"Two methods of assessing candidates for coloured overlays were compared with the aim of determining which method had the most practical utility. A total of 58 adults were assessed as potential candidates for coloured overlays, using two methods; a questionnaire, which identified self-reported previous symptoms, and a measure of perceptual distortions immediately prior to testing. Participants were classified as normal, Meares–Irlen sensitive, and borderline sensitive. Reading speed was measured with and without coloured overlays, using the Wilkins Rate of Reading Test and the change in speed was calculated. Participants classified as normal did not show any significant benefit from reading with an overlay. In contrast, a significant reading advantage was found for the borderline and Meares–Irlen participants. Current symptom rating was found to be a significant predictor of the change in reading speed, however the previous symptom rating was not found to be a reliable predictor. These data indicate that the assessment of perceptual distortions immediately prior to measuring colour preference and reading speed is the most meaningful method of assessing pattern glare and determining the utility of coloured overlays.","10.1111/j.1475-1313.2006.00401.x","",NA,NA,""
"rayyan-177368875","The early identification of dyslexia: Children with English as an additional language.",NA,1,1,"","",10,3,"","","","eng","Wiley-Blackwell",NA,"It is generally accepted that dyslexia should be identified early for interventions to have maximum effect. However, when children speak English as an additional language (EAL), diagnosis is more complex and there is concern that these children tend to be under-identified. This paper reports a longitudinal study following the development of phonological awareness skills in relation to progress in learning to read with a cohort of British Asian children learning EAL and their monolingual peers. It also sought to determine the usefulness of a measure of phonological skills for the identification of dyslexic-type difficulties in children learning EAL. Analysis revealed that both cohorts achieved similar levels of reading accuracy in school Years 2, 4 and 6, with higher levels of reading comprehension for the monolingual children and faster reading fluency for children learning EAL in each school year. There was a similar pattern of relationships between the reading measures and measures of phonological awareness for both groups of children. However, monolingual children achieved higher levels of rhyme detection and alliteration fluency whilst the children learning EAL achieved faster number naming times. Overall, a phonological assessment battery was useful in identifying reading accuracy related difficulties in both groups of children. However, concerns are raised about the sensitivity of such measures following the introduction of the Literacy Hour. Copyright © 2004 John Wiley & Sons, Ltd.","10.1002/dys.275","",NA,NA,""
